group,MAE,RMSE,MAPE
store_0,2.2354939822490265,2.6203380892234494,0.04493526041775312
store_1,2.1165087297763607,2.5244312891729765,0.03840246890291341
store_2,1.9253208266854425,2.333468773989463,0.03192418946058237
store_3,2.12483856751818,2.5527591554950764,0.03252067146785416
